D:\Unity\IMG\center_2021_10_17_14_04_01_120.jpg,D:\Unity\IMG\left_2021_10_17_14_04_01_120.jpg,D:\Unity\IMG\right_2021_10_17_14_04_01_120.jpg,0,1,0,7.487792
D:\Unity\IMG\center_2021_10_17_14_04_01_192.jpg,D:\Unity\IMG\left_2021_10_17_14_04_01_192.jpg,D:\Unity\IMG\right_2021_10_17_14_04_01_192.jpg,-0.15,1,0,8.163182
D:\Unity\IMG\center_2021_10_17_14_04_01_260.jpg,D:\Unity\IMG\left_2021_10_17_14_04_01_260.jpg,D:\Unity\IMG\right_2021_10_17_14_04_01_260.jpg,-0.35,1,0,9.036183
D:\Unity\IMG\center_2021_10_17_14_04_01_332.jpg,D:\Unity\IMG\left_2021_10_17_14_04_01_332.jpg,D:\Unity\IMG\right_2021_10_17_14_04_01_332.jpg,0,1,0,9.696733
D:\Unity\IMG\center_2021_10_17_14_04_01_405.jpg,D:\Unity\IMG\left_2021_10_17_14_04_01_405.jpg,D:\Unity\IMG\right_2021_10_17_14_04_01_405.jpg,0,1,0,10.58407
D:\Unity\IMG\center_2021_10_17_14_04_01_474.jpg,D:\Unity\IMG\left_2021_10_17_14_04_01_474.jpg,D:\Unity\IMG\right_2021_10_17_14_04_01_474.jpg,0,1,0,11.24614
D:\Unity\IMG\center_2021_10_17_14_04_01_542.jpg,D:\Unity\IMG\left_2021_10_17_14_04_01_542.jpg,D:\Unity\IMG\right_2021_10_17_14_04_01_542.jpg,-0.2,1,0,11.88712
D:\Unity\IMG\center_2021_10_17_14_04_01_615.jpg,D:\Unity\IMG\left_2021_10_17_14_04_01_615.jpg,D:\Unity\IMG\right_2021_10_17_14_04_01_615.jpg,-0.35,1,0,12.80309
D:\Unity\IMG\center_2021_10_17_14_04_01_683.jpg,D:\Unity\IMG\left_2021_10_17_14_04_01_683.jpg,D:\Unity\IMG\right_2021_10_17_14_04_01_683.jpg,-0.5500001,1,0,13.64095
D:\Unity\IMG\center_2021_10_17_14_04_01_753.jpg,D:\Unity\IMG\left_2021_10_17_14_04_01_753.jpg,D:\Unity\IMG\right_2021_10_17_14_04_01_753.jpg,-0.7,1,0,13.99507
D:\Unity\IMG\center_2021_10_17_14_04_01_823.jpg,D:\Unity\IMG\left_2021_10_17_14_04_01_823.jpg,D:\Unity\IMG\right_2021_10_17_14_04_01_823.jpg,0,1,0,14.83565
D:\Unity\IMG\center_2021_10_17_14_04_01_891.jpg,D:\Unity\IMG\left_2021_10_17_14_04_01_891.jpg,D:\Unity\IMG\right_2021_10_17_14_04_01_891.jpg,0,1,0,15.53
D:\Unity\IMG\center_2021_10_17_14_04_01_960.jpg,D:\Unity\IMG\left_2021_10_17_14_04_01_960.jpg,D:\Unity\IMG\right_2021_10_17_14_04_01_960.jpg,0,1,0,16.35296
D:\Unity\IMG\center_2021_10_17_14_04_02_028.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_028.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_028.jpg,0,1,0,16.93871
D:\Unity\IMG\center_2021_10_17_14_04_02_101.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_101.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_101.jpg,-0.1,1,0,17.78291
D:\Unity\IMG\center_2021_10_17_14_04_02_169.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_169.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_169.jpg,-0.25,1,0,18.3891
D:\Unity\IMG\center_2021_10_17_14_04_02_237.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_237.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_237.jpg,-0.45,1,0,19.12897
D:\Unity\IMG\center_2021_10_17_14_04_02_304.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_304.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_304.jpg,0,1,0,19.69364
D:\Unity\IMG\center_2021_10_17_14_04_02_374.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_374.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_374.jpg,0,1,0,20.29723
D:\Unity\IMG\center_2021_10_17_14_04_02_442.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_442.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_442.jpg,0,1,0,21.10112
D:\Unity\IMG\center_2021_10_17_14_04_02_515.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_515.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_515.jpg,-0.15,1,0,21.67757
D:\Unity\IMG\center_2021_10_17_14_04_02_585.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_585.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_585.jpg,-0.35,1,0,22.42359
D:\Unity\IMG\center_2021_10_17_14_04_02_653.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_653.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_653.jpg,-0.5000001,1,0,22.93643
D:\Unity\IMG\center_2021_10_17_14_04_02_723.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_723.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_723.jpg,-0.7,1,0,23.537
D:\Unity\IMG\center_2021_10_17_14_04_02_790.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_790.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_790.jpg,0,1,0,24.01642
D:\Unity\IMG\center_2021_10_17_14_04_02_860.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_860.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_860.jpg,0,1,0,24.74714
D:\Unity\IMG\center_2021_10_17_14_04_02_930.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_930.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_930.jpg,0,1,0,25.3172
D:\Unity\IMG\center_2021_10_17_14_04_02_998.jpg,D:\Unity\IMG\left_2021_10_17_14_04_02_998.jpg,D:\Unity\IMG\right_2021_10_17_14_04_02_998.jpg,0,1,0,26.07836
D:\Unity\IMG\center_2021_10_17_14_04_03_069.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_069.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_069.jpg,0,1,0,26.64677
D:\Unity\IMG\center_2021_10_17_14_04_03_139.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_139.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_139.jpg,-0.1,1,0,27.39767
D:\Unity\IMG\center_2021_10_17_14_04_03_207.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_207.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_207.jpg,-0.25,1,0,27.93151
D:\Unity\IMG\center_2021_10_17_14_04_03_279.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_279.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_279.jpg,0,1,0,28.59542
D:\Unity\IMG\center_2021_10_17_14_04_03_348.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_348.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_348.jpg,0,1,0,29.14313
D:\Unity\IMG\center_2021_10_17_14_04_03_419.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_419.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_419.jpg,0,1,0,29.87323
D:\Unity\IMG\center_2021_10_17_14_04_03_493.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_493.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_493.jpg,0,1,0,30.19157
D:\Unity\IMG\center_2021_10_17_14_04_03_560.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_560.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_560.jpg,-0.05,1,0,30.18998
D:\Unity\IMG\center_2021_10_17_14_04_03_628.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_628.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_628.jpg,-0.2,1,0,30.18141
D:\Unity\IMG\center_2021_10_17_14_04_03_700.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_700.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_700.jpg,-0.4,1,0,30.1584
D:\Unity\IMG\center_2021_10_17_14_04_03_771.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_771.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_771.jpg,0,1,0,30.17757
D:\Unity\IMG\center_2021_10_17_14_04_03_844.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_844.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_844.jpg,0,1,0,30.18838
D:\Unity\IMG\center_2021_10_17_14_04_03_913.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_913.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_913.jpg,0,1,0,30.18976
D:\Unity\IMG\center_2021_10_17_14_04_03_983.jpg,D:\Unity\IMG\left_2021_10_17_14_04_03_983.jpg,D:\Unity\IMG\right_2021_10_17_14_04_03_983.jpg,0,1,0,30.1902
D:\Unity\IMG\center_2021_10_17_14_04_04_051.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_051.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_051.jpg,0,1,0,30.1903
D:\Unity\IMG\center_2021_10_17_14_04_04_118.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_118.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_118.jpg,-0.05,1,0,30.18945
D:\Unity\IMG\center_2021_10_17_14_04_04_190.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_190.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_190.jpg,-0.2,1,0,30.18053
D:\Unity\IMG\center_2021_10_17_14_04_04_264.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_264.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_264.jpg,-0.4,1,0,30.158
D:\Unity\IMG\center_2021_10_17_14_04_04_330.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_330.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_330.jpg,0,1,0,30.17816
D:\Unity\IMG\center_2021_10_17_14_04_04_398.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_398.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_398.jpg,0,1,0,30.18838
D:\Unity\IMG\center_2021_10_17_14_04_04_470.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_470.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_470.jpg,0,1,0,30.18981
D:\Unity\IMG\center_2021_10_17_14_04_04_542.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_542.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_542.jpg,0,1,0,30.19024
D:\Unity\IMG\center_2021_10_17_14_04_04_613.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_613.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_613.jpg,0,1,0,30.1903
D:\Unity\IMG\center_2021_10_17_14_04_04_685.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_685.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_685.jpg,-0.2,1,0,30.18094
D:\Unity\IMG\center_2021_10_17_14_04_04_759.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_759.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_759.jpg,-0.4,1,0,30.15841
D:\Unity\IMG\center_2021_10_17_14_04_04_831.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_831.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_831.jpg,-0.5500001,1,0,30.13987
D:\Unity\IMG\center_2021_10_17_14_04_04_903.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_903.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_903.jpg,0,1,0,30.18611
D:\Unity\IMG\center_2021_10_17_14_04_04_971.jpg,D:\Unity\IMG\left_2021_10_17_14_04_04_971.jpg,D:\Unity\IMG\right_2021_10_17_14_04_04_971.jpg,0,1,0,30.18926
D:\Unity\IMG\center_2021_10_17_14_04_05_040.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_040.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_040.jpg,0,1,0,30.19011
D:\Unity\IMG\center_2021_10_17_14_04_05_115.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_115.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_115.jpg,0,1,0,30.18992
D:\Unity\IMG\center_2021_10_17_14_04_05_185.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_185.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_185.jpg,0,1,0,30.19033
D:\Unity\IMG\center_2021_10_17_14_04_05_252.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_252.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_252.jpg,0,1,0,30.19032
D:\Unity\IMG\center_2021_10_17_14_04_05_326.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_326.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_326.jpg,0,1,0,30.1903
D:\Unity\IMG\center_2021_10_17_14_04_05_394.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_394.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_394.jpg,0,1,0,30.1903
D:\Unity\IMG\center_2021_10_17_14_04_05_469.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_469.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_469.jpg,0,1,0,30.19029
D:\Unity\IMG\center_2021_10_17_14_04_05_536.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_536.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_536.jpg,-0.15,1,0,30.18415
D:\Unity\IMG\center_2021_10_17_14_04_05_606.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_606.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_606.jpg,-0.3,1,0,30.1692
D:\Unity\IMG\center_2021_10_17_14_04_05_674.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_674.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_674.jpg,0,1,0,30.19015
D:\Unity\IMG\center_2021_10_17_14_04_05_743.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_743.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_743.jpg,0,1,0,30.19009
D:\Unity\IMG\center_2021_10_17_14_04_05_811.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_811.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_811.jpg,0,1,0,30.19018
D:\Unity\IMG\center_2021_10_17_14_04_05_886.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_886.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_886.jpg,0,1,0,30.19033
D:\Unity\IMG\center_2021_10_17_14_04_05_961.jpg,D:\Unity\IMG\left_2021_10_17_14_04_05_961.jpg,D:\Unity\IMG\right_2021_10_17_14_04_05_961.jpg,-0.1,1,0,30.18823
D:\Unity\IMG\center_2021_10_17_14_04_06_032.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_032.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_032.jpg,-0.25,1,0,30.1755
D:\Unity\IMG\center_2021_10_17_14_04_06_102.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_102.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_102.jpg,0,1,0,30.1815
D:\Unity\IMG\center_2021_10_17_14_04_06_175.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_175.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_175.jpg,0,1,0,30.18923
D:\Unity\IMG\center_2021_10_17_14_04_06_247.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_247.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_247.jpg,0,1,0,30.18999
D:\Unity\IMG\center_2021_10_17_14_04_06_314.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_314.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_314.jpg,0,1,0,30.19023
D:\Unity\IMG\center_2021_10_17_14_04_06_388.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_388.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_388.jpg,0,1,0,30.19028
D:\Unity\IMG\center_2021_10_17_14_04_06_463.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_463.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_463.jpg,-0.15,1,0,30.18484
D:\Unity\IMG\center_2021_10_17_14_04_06_531.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_531.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_531.jpg,-0.3,1,0,30.16991
D:\Unity\IMG\center_2021_10_17_14_04_06_601.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_601.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_601.jpg,0,1,0,30.18785
D:\Unity\IMG\center_2021_10_17_14_04_06_674.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_674.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_674.jpg,0,1,0,30.18996
D:\Unity\IMG\center_2021_10_17_14_04_06_749.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_749.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_749.jpg,0,1,0,30.19023
D:\Unity\IMG\center_2021_10_17_14_04_06_819.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_819.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_819.jpg,0,1,0,30.18999
D:\Unity\IMG\center_2021_10_17_14_04_06_890.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_890.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_890.jpg,0,1,0,30.19033
D:\Unity\IMG\center_2021_10_17_14_04_06_958.jpg,D:\Unity\IMG\left_2021_10_17_14_04_06_958.jpg,D:\Unity\IMG\right_2021_10_17_14_04_06_958.jpg,-0.1,1,0,30.18793
D:\Unity\IMG\center_2021_10_17_14_04_07_027.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_027.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_027.jpg,-0.25,1,0,30.1751
D:\Unity\IMG\center_2021_10_17_14_04_07_097.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_097.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_097.jpg,0,1,0,30.19007
D:\Unity\IMG\center_2021_10_17_14_04_07_167.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_167.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_167.jpg,0,1,0,30.18955
D:\Unity\IMG\center_2021_10_17_14_04_07_237.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_237.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_237.jpg,0,1,0,30.19016
D:\Unity\IMG\center_2021_10_17_14_04_07_306.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_306.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_306.jpg,0,1,0,30.19026
D:\Unity\IMG\center_2021_10_17_14_04_07_378.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_378.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_378.jpg,-0.15,1,0,30.1851
D:\Unity\IMG\center_2021_10_17_14_04_07_452.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_452.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_452.jpg,-0.3,1,0,30.17021
D:\Unity\IMG\center_2021_10_17_14_04_07_528.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_528.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_528.jpg,0,1,0,30.18855
D:\Unity\IMG\center_2021_10_17_14_04_07_594.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_594.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_594.jpg,0,1,0,30.18927
D:\Unity\IMG\center_2021_10_17_14_04_07_663.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_663.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_663.jpg,0,1,0,30.19016
D:\Unity\IMG\center_2021_10_17_14_04_07_731.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_731.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_731.jpg,-0.15,1,0,30.18651
D:\Unity\IMG\center_2021_10_17_14_04_07_800.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_800.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_800.jpg,0,1,0,30.19025
D:\Unity\IMG\center_2021_10_17_14_04_07_868.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_868.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_868.jpg,0,1,0,30.19026
D:\Unity\IMG\center_2021_10_17_14_04_07_945.jpg,D:\Unity\IMG\left_2021_10_17_14_04_07_945.jpg,D:\Unity\IMG\right_2021_10_17_14_04_07_945.jpg,0,1,0,30.19029
D:\Unity\IMG\center_2021_10_17_14_04_08_011.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_011.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_011.jpg,0,1,0,30.19032
D:\Unity\IMG\center_2021_10_17_14_04_08_087.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_087.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_087.jpg,-0.05,1,0,30.18972
D:\Unity\IMG\center_2021_10_17_14_04_08_155.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_155.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_155.jpg,-0.2,1,0,30.17999
D:\Unity\IMG\center_2021_10_17_14_04_08_230.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_230.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_230.jpg,0,1,0,30.19072
D:\Unity\IMG\center_2021_10_17_14_04_08_308.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_308.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_308.jpg,0,1,0,30.19004
D:\Unity\IMG\center_2021_10_17_14_04_08_382.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_382.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_382.jpg,0,1,0,30.19025
D:\Unity\IMG\center_2021_10_17_14_04_08_449.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_449.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_449.jpg,-0.1,1,0,30.1884
D:\Unity\IMG\center_2021_10_17_14_04_08_527.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_527.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_527.jpg,0,1,0,30.18994
D:\Unity\IMG\center_2021_10_17_14_04_08_593.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_593.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_593.jpg,0,1,0,30.19027
D:\Unity\IMG\center_2021_10_17_14_04_08_671.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_671.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_671.jpg,0,1,0,30.19029
D:\Unity\IMG\center_2021_10_17_14_04_08_740.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_740.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_740.jpg,-0.2,1,0,30.18036
D:\Unity\IMG\center_2021_10_17_14_04_08_808.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_808.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_808.jpg,-0.35,1,0,30.16393
D:\Unity\IMG\center_2021_10_17_14_04_08_883.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_883.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_883.jpg,0,1,0,30.18953
D:\Unity\IMG\center_2021_10_17_14_04_08_950.jpg,D:\Unity\IMG\left_2021_10_17_14_04_08_950.jpg,D:\Unity\IMG\right_2021_10_17_14_04_08_950.jpg,-0.15,1,0,30.1876
D:\Unity\IMG\center_2021_10_17_14_04_09_021.jpg,D:\Unity\IMG\left_2021_10_17_14_04_09_021.jpg,D:\Unity\IMG\right_2021_10_17_14_04_09_021.jpg,0,1,0,30.18566
D:\Unity\IMG\center_2021_10_17_14_04_09_090.jpg,D:\Unity\IMG\left_2021_10_17_14_04_09_090.jpg,D:\Unity\IMG\right_2021_10_17_14_04_09_090.jpg,0,1,0,30.18959
